"";"C1A17";"C1F18";"C1A18";"C2A17";"C2F18";"C2A18";"C3A17";"C3F18";"C3A18";"C4A17";"C4F18";"C4A18";"F1A17";"F1F18";"F1A18";"F2A17";"F2F18";"F2A18";"F3A17";"F3F18";"F3A18";"F4A17";"F4F18";"F4A18";"H1A17";"H1F18";"H1A18";"H2A17";"H2F18";"H2A18";"H3A17";"H3F18";"H3A18";"H4A17";"H4F18";"H4A18";"P1F18";"P1A18";"P2F18";"P3F18";"P4F18";"Q1A17";"Q1F18";"Q2A17";"Q2F18";"Q3A17";"Q3F18";"Q3A18";"Q4A17";"Q4F18";"Q4A18";"L1A17";"L1F18";"L1A18";"L2A17";"L2F18";"L2A18";"L3A17";"L3F18";"L3A18";"L4A17";"L4F18";"L4A18";"Chañaral";"Flamenco";"Huasco";"Pta.Choros";"Quintero";"Las_Cruces";"Total"
"ASV0469";62;10;18;0;7;0;0;36;0;0;19;25;72;0;0;58;14;35;25;36;25;0;32;54;0;23;0;0;79;17;0;64;0;0;52;0;0;11;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;76;0;0;0;177;351;235;71;0;86;920
"ASV0470";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;722;0;0;0;0;0;130;0;0;0;0;0;0;0;67;852;919
"ASV0477";0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;68;0;70;46;0;59;53;0;90;68;0;0;78;62;70;0;0;0;0;0;0;65;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;28;0;519;210;149;0;906
"ASV0483";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;21;0;0;0;0;0;14;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;52;0;0;46;459;0;43;206;0;0;0;44;37;4;806;891
"ASV0501";0;0;0;0;0;0;0;20;30;0;21;40;0;0;0;26;0;49;0;0;72;0;0;185;26;0;0;52;0;0;68;0;0;0;0;0;0;39;0;0;0;0;0;38;0;0;0;52;63;0;0;0;0;48;0;0;0;0;0;0;0;15;0;111;332;146;39;153;63;844
"ASV0506";0;77;0;0;64;0;0;101;0;0;54;0;75;0;36;87;0;0;16;0;17;0;0;0;60;0;0;0;43;25;35;49;0;42;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;296;231;254;30;0;26;837
"ASV0507";6;0;157;6;44;0;0;55;132;0;0;126;85;0;0;67;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;43;526;198;0;0;0;112;836
"ASV0510";0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;74;31;0;67;0;0;64;48;0;101;76;0;0;58;64;68;0;0;0;0;0;0;57;0;0;56;0;0;0;0;0;0;0;0;0;0;0;19;36;11;461;190;113;19;830
"ASV0514";0;37;35;0;35;0;0;0;0;0;0;38;0;54;33;0;97;37;0;134;14;0;129;38;0;49;0;0;25;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;536;124;0;18;0;823
"ASV0516";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;57;0;0;161;0;0;393;0;0;200;0;0;0;0;0;6;811;817
"ASV0521";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;93;0;0;429;0;0;174;0;0;0;0;9;0;799;808
"ASV0528";0;0;0;0;19;50;0;0;0;0;0;0;0;0;231;0;0;53;0;0;316;0;0;95;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;695;28;0;9;0;801
"ASV0536";0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;561;0;0;0;0;0;54;0;0;54;0;0;0;0;735;789
"ASV0540";0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;4;0;206;0;0;103;0;0;0;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;64;0;0;90;0;132;0;0;13;76;0;0;24;335;0;47;375;781
"ASV0547";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;61;0;0;131;0;0;381;0;0;149;0;0;0;33;0;2;722;757
"ASV0556";0;6;135;0;0;274;0;11;32;0;0;74;0;0;39;0;6;8;0;3;63;0;0;17;0;0;0;0;0;0;0;0;2;0;0;11;2;0;10;3;5;0;0;0;17;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;532;136;13;20;36;0;737
"ASV0559";0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;48;0;0;68;0;0;0;0;0;60;0;22;0;170;0;90;0;0;94;0;0;0;0;0;61;0;0;0;0;0;0;0;92;0;144;60;376;61;733
"ASV0561";0;10;32;0;0;49;0;0;19;0;0;14;0;0;86;0;14;33;0;17;112;0;0;43;0;0;7;0;7;15;0;0;11;0;0;80;23;9;30;12;26;0;0;0;0;0;14;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;124;305;120;100;14;67;730
"ASV0569";0;0;0;0;0;0;0;0;0;0;0;16;0;0;15;0;0;0;0;0;0;0;0;0;353;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;7;44;0;0;0;0;0;0;0;89;0;0;116;0;0;39;0;0;0;0;16;15;353;35;51;244;714
"ASV0573";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;381;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;707;0;0;0;707
"ASV0577";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;34;34;0;0;58;0;0;329;0;34;128;0;0;0;0;0;80;617;697
"ASV0584";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;247;0;21;131;0;0;107;0;19;103;0;0;0;0;0;0;688;688
"ASV0599";0;0;0;0;24;0;0;315;0;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;641;0;23;0;0;0;664
"ASV0602";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;63;0;0;35;0;74;0;94;57;67;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;81;0;0;59;0;0;158;292;0;209;659
"ASV0603";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;507;0;0;0;0;0;53;0;0;0;0;0;0;0;659;659
"ASV0612";0;17;66;0;0;0;0;25;88;0;27;58;22;0;0;0;8;0;0;24;0;0;16;0;48;0;0;21;0;0;0;93;0;0;23;0;0;0;33;0;0;0;0;14;3;34;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;281;70;185;33;76;0;645
"ASV0615";0;0;0;0;0;40;0;0;0;0;0;0;64;0;0;21;0;25;0;0;0;0;0;23;0;0;46;0;0;40;0;22;0;0;0;0;0;0;0;0;0;0;0;0;49;0;113;0;0;0;0;0;0;48;0;0;49;0;0;0;22;0;81;40;133;108;0;162;200;643
"ASV0617";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;46;0;0;348;0;0;127;0;0;0;23;0;0;618;641
"ASV0618";0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;43;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;62;52;0;0;0;119;0;107;0;0;68;0;0;0;0;0;55;0;0;0;0;0;61;0;0;86;29;114;294;116;639
"ASV0624";7;8;0;0;31;0;162;62;0;10;32;0;0;69;0;0;43;0;0;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;12;0;13;0;12;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;312;125;0;154;40;0;631
"ASV0631";0;9;37;0;0;60;0;0;18;0;0;16;0;0;93;0;7;42;0;4;82;0;0;36;0;0;17;0;7;7;0;0;14;0;0;61;15;7;15;10;18;0;0;0;0;0;8;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;140;264;106;65;8;42;625
"ASV0634";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;0;0;154;0;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;620;0;0;0;620
"ASV0636";0;16;30;0;24;17;0;128;101;0;76;72;23;0;0;0;0;0;0;0;0;0;0;0;27;0;0;11;38;0;0;33;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464;23;131;0;0;0;618
"ASV0637";0;0;132;0;0;40;0;0;144;0;0;130;59;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;53;446;80;0;0;0;92;618
"ASV0638";0;0;0;0;0;15;0;0;21;0;0;0;0;0;21;0;0;53;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;77;0;0;0;54;0;0;49;0;0;0;0;29;0;44;0;108;0;60;0;36;122;39;0;180;241;618
"ASV0641";15;24;0;0;0;0;0;0;18;0;0;26;10;0;0;0;0;17;0;42;0;0;27;16;0;0;0;0;0;0;0;0;0;0;0;1;0;96;0;0;0;0;0;95;0;125;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;112;1;96;321;0;613
"ASV0646";0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;36;0;0;0;0;0;0;102;0;0;14;0;0;376;0;0;0;0;0;6;0;0;42;0;34;0;138;396;610
"ASV0648";0;97;0;0;35;0;0;271;0;0;204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607;0;0;0;0;0;607
"ASV0652";0;0;0;0;0;0;0;0;0;0;0;38;17;0;33;59;0;0;0;0;0;0;0;0;0;0;0;26;0;27;42;66;59;0;44;28;0;0;27;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;10;0;0;0;15;0;38;109;292;27;114;25;605
"ASV0662";0;61;0;0;0;0;0;101;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;101;0;0;54;0;0;0;0;0;50;0;0;0;0;0;0;0;162;49;77;0;253;50;591
"ASV0664";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;94;0;0;282;0;0;123;0;0;0;0;3;0;587;590
"ASV0670";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;387;0;0;117;0;0;79;0;0;0;0;0;0;0;0;0;583;583
"ASV0676";0;0;0;0;0;10;0;0;0;0;0;90;43;0;9;0;20;29;0;56;0;8;19;0;0;0;35;0;0;0;0;0;0;13;0;25;0;66;0;0;0;0;0;0;0;64;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;7;0;100;184;73;66;142;7;572
"ASV0677";0;0;13;0;0;24;0;0;10;0;0;6;0;0;154;0;21;41;0;0;206;0;0;67;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;12;53;489;6;0;0;22;570
"ASV0682";0;62;0;0;40;0;0;16;0;0;27;0;0;0;97;0;17;0;0;14;0;0;21;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;71;0;0;0;0;22;0;0;0;0;145;303;0;0;24;93;565
"ASV0688";43;0;40;0;0;15;0;37;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;13;68;30;0;57;0;0;0;0;0;5;0;16;29;0;0;0;0;0;0;71;17;0;0;0;0;0;0;0;0;0;0;0;0;0;26;184;45;168;50;88;26;561
"ASV0690";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;60;0;0;0;0;78;0;115;53;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;42;0;0;86;321;0;151;558
"ASV0691";0;40;0;0;45;0;0;0;0;0;90;0;0;0;0;0;0;56;0;64;23;0;78;15;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;236;0;56;90;0;557
"ASV0701";0;0;0;0;0;0;0;0;42;0;0;50;0;0;0;0;0;96;0;0;0;0;0;92;0;0;23;0;0;57;0;0;71;34;0;47;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;92;188;232;0;6;27;545
"ASV0711";0;13;18;0;0;51;0;0;12;0;0;10;0;0;74;0;5;18;0;9;76;0;0;33;0;0;9;0;5;11;0;0;15;0;0;60;22;2;23;9;13;0;0;0;0;0;6;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;104;215;100;69;6;41;535
"ASV0712";0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;78;0;0;0;0;0;52;53;0;22;62;21;0;0;0;13;0;0;67;0;26;0;0;0;0;0;0;12;0;0;29;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;164;238;26;107;0;535
"ASV0719";0;22;0;0;0;0;0;0;22;0;0;31;0;0;0;0;84;26;0;106;0;0;82;31;0;0;0;0;22;0;0;36;0;0;43;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;329;101;26;0;0;531
"ASV0720";0;17;34;0;25;0;0;0;0;0;0;0;3;0;33;0;0;32;0;0;0;0;0;0;0;0;0;0;39;67;0;19;0;30;0;43;27;0;0;0;21;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;19;34;76;68;198;48;88;53;531
"ASV0724";0;13;20;0;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;8;0;0;8;0;0;0;0;37;0;37;27;32;0;0;0;0;21;0;0;13;0;0;69;14;0;71;0;0;64;0;0;0;74;0;48;0;22;133;34;292;529
"ASV0727";0;0;0;0;0;0;0;0;0;0;60;0;0;15;0;0;0;0;0;0;0;0;24;0;0;32;0;0;64;0;0;17;0;0;0;0;0;0;0;33;21;0;20;0;117;0;57;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;60;39;113;54;262;0;528
"ASV0729";0;1;93;0;0;213;0;0;31;0;0;58;0;0;25;0;5;9;0;4;39;0;0;7;0;0;0;0;0;0;0;0;0;0;0;3;7;0;1;2;6;0;0;0;12;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;396;89;3;16;21;0;525
"ASV0731";0;39;0;0;0;0;0;40;0;0;0;0;0;0;32;0;37;35;0;69;0;0;56;36;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;50;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;10;79;265;0;67;102;10;523
"ASV0736";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;20;317;0;0;138;4;0;0;0;0;0;520;520
"ASV0739";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;70;0;0;252;0;0;120;0;0;0;0;6;0;512;518
"ASV0741";0;8;108;0;0;199;0;0;25;0;0;70;0;0;22;0;2;5;0;4;20;0;0;9;0;0;0;0;0;0;0;0;4;0;0;9;2;0;6;4;5;0;0;0;7;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410;62;13;17;15;0;517
"ASV0742";0;0;33;0;0;130;0;0;50;0;0;54;0;0;53;0;0;14;0;0;48;0;0;23;2;0;2;0;0;17;6;0;29;11;0;15;0;9;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;138;82;9;19;0;515
"ASV0744";0;0;40;0;0;28;0;0;28;0;0;46;0;0;51;0;0;26;0;0;88;0;0;25;0;0;0;0;0;0;0;0;30;17;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;5;0;0;142;190;47;19;0;116;514
"ASV0746";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;95;0;0;238;0;40;123;0;0;0;0;0;0;514;514
"ASV0748";0;33;0;0;33;10;0;0;0;0;0;29;0;0;0;0;78;69;0;76;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;327;0;81;0;0;513
"ASV0752";24;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;36;0;0;73;0;0;57;0;0;118;0;197;0;0;193;508
"ASV0765";0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;151;0;59;0;0;35;0;0;0;0;0;28;0;0;24;0;0;28;0;36;0;77;0;302;80;495
"ASV0772";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;55;0;0;0;0;0;0;0;61;54;0;0;57;0;0;97;68;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;82;337;31;0;38;488
"ASV0775";0;33;8;0;68;10;0;20;2;0;0;0;0;36;1;7;38;1;0;28;0;0;12;1;4;0;0;2;0;5;10;0;4;4;0;8;17;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;46;0;0;40;0;0;30;0;0;34;0;141;124;37;17;15;150;484
"ASV0776";0;0;40;0;10;24;0;10;111;0;16;94;15;0;0;0;0;0;0;0;0;0;0;11;70;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;305;26;152;0;0;0;483
"ASV0784";0;0;0;0;0;0;0;209;0;0;226;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435;40;0;0;0;0;475
"ASV0785";0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;91;0;53;0;161;0;0;118;12;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;20;0;435;0;473
"ASV0788";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;61;0;0;43;0;0;209;0;0;140;0;0;0;0;0;0;471;471
"ASV0790";0;0;0;0;0;15;0;0;69;0;0;41;0;0;48;0;0;0;0;0;47;0;0;0;0;0;23;0;0;65;0;0;0;14;0;29;0;0;0;0;0;0;0;0;0;0;0;4;0;23;30;0;0;0;0;61;0;0;0;0;0;0;0;125;95;131;0;57;61;469
"ASV0792";0;49;0;0;0;0;0;0;40;0;0;17;0;0;0;0;61;53;0;86;0;0;75;32;0;0;0;0;0;0;0;9;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;307;9;44;0;0;466
"ASV0793";0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;101;0;0;109;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;34;0;0;0;0;0;59;0;12;0;276;77;0;100;465
"ASV0799";0;0;0;0;40;0;0;10;10;0;0;0;16;32;0;0;41;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;35;10;0;36;0;0;157;0;0;39;0;0;0;0;0;0;0;60;89;24;11;81;196;461
"ASV0811";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;0;40;104;0;0;53;0;0;27;0;0;0;0;0;0;452;452
"ASV0815";20;5;8;0;0;0;0;3;0;0;3;9;30;0;0;22;1;11;12;2;0;0;3;22;0;24;0;0;71;22;0;42;0;0;46;0;0;4;14;0;0;0;0;0;0;2;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;48;103;205;18;74;0;448
"ASV0828";0;15;0;0;22;21;0;0;0;0;0;16;0;0;0;0;65;43;0;122;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;315;0;46;0;0;435
"ASV0832";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;53;0;0;96;0;36;64;37;0;0;46;19;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;286;65;50;0;433
"ASV0834";0;0;0;0;17;0;0;0;4;0;0;7;0;0;11;0;0;12;0;0;19;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;52;0;0;0;0;0;53;0;101;0;0;102;0;0;0;0;0;0;0;0;0;0;48;0;0;0;28;46;2;52;256;48;432
