"";"Type";"C1A17";"C1F18";"C1A18";"C2A17";"C2F18";"C2A18";"C3A17";"C3F18";"C3A18";"C4A17";"C4F18";"C4A18";"F1A17";"F1F18";"F1A18";"F2A17";"F2F18";"F2A18";"F3A17";"F3F18";"F3A18";"F4A17";"F4F18";"F4A18";"H1A17";"H1F18";"H1A18";"H2A17";"H2F18";"H2A18";"H3A17";"H3F18";"H3A18";"H4A17";"H4F18";"H4A18";"P1F18";"P1A18";"P2F18";"P3F18";"P4F18";"Q1A17";"Q1F18";"Q2A17";"Q2F18";"Q3A17";"Q3F18";"Q3A18";"Q4A17";"Q4F18";"Q4A18";"L1A17";"L1F18";"L1A18";"L2A17";"L2F18";"L2A18";"L3A17";"L3F18";"L3A18";"L4A17";"L4F18";"L4A18"
"ASV0128";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;24;0;0;87;0;0;97;0;0;209;0;0;135;0;487;23;422;701;616;14;0;0;0;0;0;0;0;0;0;77;0;103;136;33;58;0;0;54;0;33;27
"ASV0131";"Other";90;64;14;0;135;0;39;1459;146;0;971;64;68;41;0;0;0;0;0;11;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;23;0;0;0;0;57;0;0;32;0;0;0;0;0;0;0
"ASV0133";"Other";0;89;0;0;1008;0;0;289;0;0;320;0;0;695;0;0;546;0;0;83;0;0;78;0;0;67;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0134";"Shared";0;7;271;0;2;180;0;0;378;0;0;727;0;0;42;12;0;88;18;17;14;0;10;60;5;14;192;6;7;191;11;12;117;27;10;359;34;20;44;28;32;0;0;0;0;0;11;50;0;19;76;0;0;0;0;5;38;0;0;87;0;4;0
"ASV0135";"Shared";0;0;0;0;0;0;0;0;40;0;0;0;22;0;35;0;0;0;0;0;65;0;0;0;0;0;0;0;34;0;13;171;0;0;122;0;499;45;393;644;613;38;0;0;0;0;0;0;41;0;0;27;0;89;91;25;0;0;0;49;88;0;61
"ASV0136";"Other";0;0;0;0;0;0;0;0;1;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;30;0;0;33;0;0;0;0;0;18;0;0;0;2426;0;0;0;75;0;240;0;149;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0142";"Shared";0;67;88;0;28;67;0;0;135;0;3;155;40;0;109;83;15;97;25;72;44;5;33;163;32;32;76;26;70;84;100;109;71;130;75;173;80;17;202;154;144;0;0;12;0;0;0;131;0;0;52;5;0;0;10;14;0;9;5;0;7;12;18
"ASV0143";"Shared";0;0;27;0;0;64;0;0;257;0;0;151;67;0;23;5;0;42;0;0;43;0;0;0;35;0;108;0;0;107;0;0;82;0;0;0;0;1462;0;0;0;0;0;0;0;0;16;311;0;0;69;0;0;0;0;0;0;0;0;98;0;0;84
"ASV0145";"Shared";0;6;266;0;4;172;0;0;400;0;0;659;0;0;39;6;0;99;3;13;16;0;6;62;4;8;147;11;9;188;11;7;77;17;6;343;45;14;40;20;34;0;0;0;21;0;7;47;0;0;66;0;0;0;0;2;79;0;0;76;0;7;0
"ASV0147";"Shared";0;51;86;0;54;63;0;0;130;0;5;146;48;0;99;59;34;106;24;54;64;11;62;152;34;54;67;22;55;84;119;107;85;117;73;123;76;7;169;138;113;0;0;37;0;0;0;139;0;0;50;9;4;0;26;6;0;6;3;0;10;9;7
"ASV0172";"Other";370;42;0;34;129;6;116;958;123;64;653;35;16;34;0;9;0;6;0;10;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0183";"Other";32;69;0;0;260;37;7;658;219;10;550;70;0;25;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;6;28;6;15;134;8;0;0;0;0;0;0;0;122;0;0;18;0;0;84
"ASV0190";"Shared";0;0;0;0;0;0;0;0;71;0;0;0;100;0;27;46;0;58;18;0;53;0;97;68;0;55;51;0;81;95;0;41;107;0;66;57;0;46;108;0;45;146;78;0;69;0;190;0;42;107;0;0;14;94;0;51;61;44;0;8;0;39;112
"ASV0195";"Other";0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1790;0;0;0;36;0;189;0;113;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0205";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;941;0;0;903;0;0;0;0;0;75;0;0;126;0;0;118
"ASV0206";"Shared";0;224;34;0;115;12;0;0;77;0;0;47;0;106;0;0;51;0;0;197;0;0;204;0;0;129;0;0;78;28;0;58;47;0;0;0;76;0;134;49;135;88;0;0;0;50;0;51;29;0;73;37;13;0;25;0;0;12;0;0;0;19;0
"ASV0210";"Shared";0;9;167;0;0;99;0;0;186;0;0;279;2;0;22;1;1;80;0;10;20;0;6;61;4;20;118;6;13;126;9;22;53;12;33;304;53;8;82;40;45;0;3;11;0;0;6;90;5;0;21;9;17;0;0;29;0;7;23;0;0;46;0
"ASV0213";"Other";0;0;0;0;0;0;0;0;2;0;0;7;0;0;3;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1608;0;0;0;51;0;201;0;119;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0214";"Other";57;53;0;0;104;0;0;939;106;0;618;0;53;30;0;0;0;16;0;0;0;0;0;0;10;27;0;0;0;0;0;0;0;0;0;0;0;0;0;47;17;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;18;0
"ASV0221";"Other";0;402;34;0;156;0;62;121;0;22;85;43;0;71;88;166;73;0;85;74;165;101;41;53;0;0;45;0;28;0;0;48;0;0;0;0;0;64;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
"ASV0223";"Shared";0;4;183;0;2;108;0;0;261;0;0;462;0;0;26;10;0;64;0;7;8;0;8;40;6;9;92;0;0;120;6;0;77;20;8;224;35;7;20;7;30;0;0;6;0;9;8;43;13;0;57;0;0;0;0;2;0;0;0;84;0;1;0
"ASV0238";"Shared";0;0;0;0;0;38;0;0;199;0;0;116;52;0;38;0;0;0;0;0;0;7;0;19;0;0;0;0;0;0;0;0;0;0;0;21;0;961;0;0;0;0;0;0;0;0;0;214;0;0;59;0;0;0;0;0;0;0;0;95;0;0;56
"ASV0251";"Other";0;0;0;0;0;41;0;0;192;0;0;101;46;0;22;0;0;23;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;924;0;0;0;0;0;0;0;0;0;213;0;0;52;0;0;0;0;0;0;0;0;66;0;0;55
"ASV0255";"Other";25;41;0;0;202;38;10;445;152;7;412;53;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;20;0;8;0;7;0;99;6;0;0;0;0;0;0;0;89;0;0;12;0;0;69
"ASV0257";"Other";31;45;0;0;183;26;6;504;116;9;405;50;0;28;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;7;0;3;0;88;2;0;0;0;0;0;0;0;96;0;0;10;0;0;66
"ASV0259";"Other";521;0;0;22;0;0;41;0;41;46;0;85;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;60;0;75;0;0;0;0;54;0;0;0;0;278;0;0;90;0;0;90;0;0;154
"ASV0261";"Shared";0;5;105;0;0;67;0;0;192;0;0;258;0;0;35;2;0;55;3;2;9;0;2;35;0;21;68;2;7;100;4;24;73;13;17;263;38;6;61;42;41;0;0;0;0;0;5;71;0;0;13;0;0;0;0;28;0;0;0;0;0;40;0
"ASV0262";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;651;0;562;0;0;438;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0270";"Shared";0;51;39;0;0;46;25;0;32;0;0;8;0;19;394;26;0;101;0;22;470;18;0;154;0;0;0;0;10;40;0;0;36;30;0;37;13;45;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;18;0;0;14;0;0;15;0
"ASV0271";"Other";0;8;32;0;4;23;0;0;88;0;35;48;1114;0;9;71;0;8;24;0;0;60;0;7;52;0;0;37;0;0;6;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;11;0;0;2;0;0;14;8
"ASV0273";"Shared";0;0;0;0;0;19;0;0;77;0;0;86;0;0;29;0;0;0;0;0;0;0;0;42;0;90;56;0;87;74;0;87;40;24;89;119;70;23;94;102;121;0;0;0;0;0;0;103;0;0;81;0;0;0;0;0;0;0;19;100;0;29;0
"ASV0277";"Shared";0;3;120;0;0;68;0;0;159;0;0;188;0;0;27;1;0;68;2;11;9;0;10;37;2;14;72;6;13;107;4;19;46;11;20;296;41;6;36;31;37;0;0;0;18;0;6;68;0;0;11;0;0;0;0;23;0;0;15;0;0;40;0
"ASV0279";"Shared";0;65;57;0;16;107;0;0;22;0;22;24;0;26;124;0;56;37;0;39;164;0;36;56;0;36;21;0;24;13;0;9;20;0;39;97;144;17;103;53;113;0;0;0;0;0;0;0;0;0;80;0;0;0;0;9;0;0;13;0;0;0;0
"ASV0283";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;642;0;0;699;0;0;80;0;0;44;0;0;67;0;0;80
"ASV0302";"Other";162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;0;36;0;0;0;0;183;0;0;0;0;0;0;880;0;0;0;0;0
"ASV0303";"Other";0;76;0;0;358;0;0;627;0;0;436;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0308";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;613;0;0;715;0;0;44;0;0;45;0;0;0;0;0;78
"ASV0315";"Shared";9;19;0;6;49;13;357;116;0;13;88;30;0;171;0;0;82;0;0;31;0;0;25;0;0;7;0;0;0;0;0;0;0;0;0;0;0;360;0;0;0;9;1;31;0;33;0;0;23;10;0;0;0;0;0;0;0;17;0;0;0;0;0
"ASV0316";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;0;562;0;487;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0325";"Shared";0;0;67;0;29;0;0;0;0;0;0;68;73;19;0;0;0;0;0;66;0;0;0;42;30;0;40;0;0;48;0;30;0;0;0;58;0;0;0;25;0;0;52;0;57;130;172;18;0;0;14;0;0;71;60;74;61;0;59;0;0;0;77
"ASV0342";"Other";184;1;0;8;18;6;25;43;720;6;50;254;16;0;0;1;0;18;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0343";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0348";"Other";0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;977;0;0;0;34;0;124;0;74;0;0;90;0;0;0;0;0;0;0;0;11;0;0;0;0;0
"ASV0349";"Shared";0;0;24;0;0;0;0;0;0;0;0;0;67;0;31;0;27;0;0;22;0;0;0;0;0;0;45;34;0;42;78;33;0;50;0;64;36;0;0;67;0;0;0;58;65;43;159;73;0;0;0;48;0;60;0;45;67;0;21;0;0;0;78
"ASV0351";"Other";0;42;24;0;30;47;0;0;24;0;0;0;151;35;83;58;8;47;0;37;41;0;59;140;0;0;61;0;0;73;59;0;60;66;0;68;0;0;0;0;0;35;0;0;0;14;0;35;0;0;0;0;0;0;0;0;16;0;0;0;0;0;9
"ASV0352";"Other";0;60;203;0;61;123;18;0;177;0;126;152;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;122;10;0;78;0;0;39
"ASV0355";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;83;0;0;67;0;92;0;105;101;113;0;0;0;0;0;0;88;0;0;121;85;0;0;0;0;106;23;0;94;64;34;67
"ASV0357";"Other";0;5;24;0;1;19;0;0;66;0;42;34;835;0;10;61;0;4;23;0;0;52;0;8;33;0;0;28;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;6;0;0;20;7
"ASV0366";"Other";0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;127;0;0;0;0;0;0;87;0;0;156;0;0;704;0;0;0;0;0;72;0;0
"ASV0371";"Other";0;47;81;0;49;56;0;0;57;0;0;50;0;0;0;0;0;24;19;0;0;0;0;115;25;51;92;0;87;0;0;58;0;46;0;50;57;30;35;109;97;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0
"ASV0374";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;511;0;400;0;0;277;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0382";"Shared";0;154;0;0;0;11;0;0;0;0;0;0;0;0;0;0;77;0;0;187;0;0;146;0;0;100;0;0;60;0;0;57;0;0;68;0;51;0;84;36;102;0;0;7;0;0;0;42;0;0;0;0;0;0;0;0;0;13;0;0;5;0;0
"ASV0383";"Other";0;7;21;0;7;18;0;0;44;0;23;32;791;0;10;56;0;7;34;0;0;49;0;6;33;0;0;26;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;10;0;0;0;0;0;12;1
"ASV0386";"Other";398;0;0;0;0;0;66;0;0;68;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;227;0;0;54;0;0;78;0;0;110
"ASV0387";"Other";0;53;32;0;16;73;0;0;30;0;15;26;0;14;74;0;32;30;0;27;152;0;0;39;0;0;15;0;18;17;0;24;14;0;23;84;139;13;85;32;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;15;0
"ASV0395";"Shared";0;140;0;0;0;0;0;0;0;0;0;0;0;48;0;0;94;0;0;153;0;0;130;0;0;85;22;0;59;0;0;55;0;0;23;15;42;0;87;40;79;0;0;25;0;0;0;34;0;0;0;0;0;0;0;0;0;11;9;0;8;0;0
"ASV0397";"Other";4;17;0;0;38;0;287;96;40;0;68;0;33;121;4;0;65;0;0;32;0;0;7;8;0;0;0;0;0;0;0;0;4;0;0;0;0;246;0;0;0;11;4;28;0;23;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0400";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;937;0;0;0;0;0;140;0;0;0
"ASV0403";"Shared";0;3;71;0;0;35;0;0;86;0;0;153;0;0;12;2;1;56;0;6;12;0;8;33;0;17;57;0;0;67;7;0;53;5;22;157;28;7;25;29;38;0;0;7;0;0;6;42;1;0;8;0;0;0;0;26;0;0;7;0;0;33;0
"ASV0405";"Other";10;15;0;0;44;0;277;103;11;3;67;0;0;125;0;0;70;0;0;33;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;259;0;0;0;11;0;31;0;16;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0411";"Unique";0;0;0;0;288;0;61;454;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0413";"Other";135;0;0;0;0;0;0;0;0;36;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;52;0;115;0;0;0;0;0;0;618;0;0;0;0;0
"ASV0423";"Other";0;108;59;0;19;0;0;36;59;0;11;75;68;0;0;0;29;0;0;45;0;0;56;0;10;0;0;20;0;0;0;113;0;0;65;64;0;0;86;0;0;0;0;35;0;42;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0425";"Shared";0;27;0;0;0;0;0;0;16;0;0;0;0;0;24;0;0;52;0;0;21;0;102;50;42;0;0;0;33;51;0;0;0;59;0;56;0;40;0;0;0;0;0;0;0;45;0;58;86;0;81;0;0;0;0;0;70;0;0;97;0;0;25
"ASV0427";"Other";133;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;115;0;0;0;0;0;0;655;0;0;0;0;0
"ASV0434";"Other";0;56;33;0;15;58;0;0;20;0;19;16;0;20;84;0;27;21;0;28;111;0;16;34;0;0;7;0;18;4;0;12;15;0;12;61;130;20;78;28;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;3;0
"ASV0435";"Other";0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;0;0;0;0;0;16;0;0;0;0;0;0;42;0;1;0;0;71;0;0;0;0;0;0;79;0;0;136;0;0;175;0;0;0;0;0;51;0
"ASV0436";"Other";134;4;0;10;14;6;20;51;542;4;38;178;11;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0440";"Other";0;0;15;0;0;46;0;0;11;0;0;0;0;0;251;0;0;92;19;0;371;0;12;120;38;0;14;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0442";"Shared";0;0;0;0;103;0;0;0;0;0;130;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;73;0;0;63;0;40;0;53;0;0;0;45;0;160;0;140;0;0;79;0;0;0;0;0;63;0;0;33;0;0;0;0
"ASV0444";"Other";132;3;0;13;4;4;12;35;519;10;44;192;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0445";"Other";0;35;30;0;17;34;0;0;26;0;0;0;97;0;65;43;15;51;0;31;15;0;29;111;0;0;57;0;0;50;52;0;52;65;0;52;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;20;0;0;0;0;0;8
"ASV0448";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;736;0;0;82;0;0;102;0;0;0
"ASV0449";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0451";"Other";341;0;0;0;0;0;38;0;0;33;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;0;0;72;0;0;54;0;0;101
"ASV0452";"Shared";0;41;28;0;45;0;0;26;0;0;67;29;0;47;48;0;110;73;0;134;35;0;126;41;0;11;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0
"ASV0454";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;28;0;82;76;102;0;62;110;72;70;107;0;97;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;4;0;0;0;0;0
"ASV0456";"Shared";0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;6;435;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;56;0;0;93;0;0;144;0;0;76;0;0;0;0
"ASV0460";"Other";0;0;0;0;240;0;0;411;13;0;271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0462";"Shared";0;60;0;0;0;0;0;106;0;0;81;0;0;0;0;0;35;0;0;30;0;0;35;0;0;66;0;0;0;0;0;0;0;0;0;0;48;0;57;65;0;0;0;0;218;0;100;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0
"ASV0468";"Other";0;33;26;0;17;31;0;0;14;0;0;0;106;0;41;37;20;44;0;30;14;0;39;117;0;0;41;0;0;49;50;0;71;40;0;48;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;19;0;0;0;0;0;11
"ASV0469";"Other";62;10;18;0;7;0;0;36;0;0;19;25;72;0;0;58;14;35;25;36;25;0;32;54;0;23;0;0;79;17;0;64;0;0;52;0;0;11;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;76;0;0;0
"ASV0470";"Other";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;722;0;0;0;0;0;130;0;0;0
"ASV0477";"Other";0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;68;0;70;46;0;59;53;0;90;68;0;0;78;62;70;0;0;0;0;0;0;65;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0501";"Shared";0;0;0;0;0;0;0;20;30;0;21;40;0;0;0;26;0;49;0;0;72;0;0;185;26;0;0;52;0;0;68;0;0;0;0;0;0;39;0;0;0;0;0;38;0;0;0;52;63;0;0;0;0;48;0;0;0;0;0;0;0;15;0
"ASV0506";"Other";0;77;0;0;64;0;0;101;0;0;54;0;75;0;36;87;0;0;16;0;17;0;0;0;60;0;0;0;43;25;35;49;0;42;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
"ASV0507";"Other";6;0;157;6;44;0;0;55;132;0;0;126;85;0;0;67;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;43
"ASV0510";"Shared";0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;74;31;0;67;0;0;64;48;0;101;76;0;0;58;64;68;0;0;0;0;0;0;57;0;0;56;0;0;0;0;0;0;0;0;0;0;0;19
"ASV0514";"Other";0;37;35;0;35;0;0;0;0;0;0;38;0;54;33;0;97;37;0;134;14;0;129;38;0;49;0;0;25;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0528";"Other";0;0;0;0;19;50;0;0;0;0;0;0;0;0;231;0;0;53;0;0;316;0;0;95;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0536";"Other";0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;561;0;0;0;0;0;54;0;0
"ASV0540";"Other";0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;4;0;206;0;0;103;0;0;0;0;0;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;64;0;0;90;0;132;0;0;13;76;0
"ASV0556";"Other";0;6;135;0;0;274;0;11;32;0;0;74;0;0;39;0;6;8;0;3;63;0;0;17;0;0;0;0;0;0;0;0;2;0;0;11;2;0;10;3;5;0;0;0;17;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0559";"Other";0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;48;0;0;68;0;0;0;0;0;60;0;22;0;170;0;90;0;0;94;0;0;0;0;0;61;0;0;0;0;0;0;0
"ASV0561";"Shared";0;10;32;0;0;49;0;0;19;0;0;14;0;0;86;0;14;33;0;17;112;0;0;43;0;0;7;0;7;15;0;0;11;0;0;80;23;9;30;12;26;0;0;0;0;0;14;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0
"ASV0569";"Shared";0;0;0;0;0;0;0;0;0;0;0;16;0;0;15;0;0;0;0;0;0;0;0;0;353;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;7;44;0;0;0;0;0;0;0;89;0;0;116;0;0;39;0;0;0;0
"ASV0573";"Unique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;381;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ASV0599";"Other";0;0;0;0;24;0;0;315;0;0;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
